id,answer,cost,text,section,header,div,p,s
gandolfo-et-al-2023-predictive-processing-of-scene-layout-depends-on-naturalistic-depth-of-field.pdf.tei.xml,"The main claim of this paper is that boundary extension, a memory illusion in which observers remember more of a scene than was presented, strongly depends on depth of field, as determined by the aperture settings on a camera. The paper proposes that boundary extension reflects a predictive mechanism with adaptive value that is strongest for naturalistic views of scenes, and that depth of field is an important variable to consider in the study of scene perception and memory.",5.56e-4,"Boundary extension is a classic memory illusion in which observers remember more of a scene than was presented. According to predictive-processing accounts, boundary extension reflects the integration of visual input and expectations of what is beyond a scene's boundaries. According to normalization accounts, boundary extension rather reflects one end of a normalization process toward a scene's typically experienced viewing distance, such that close-up views give boundary extension but distant views give boundary contraction. Here, across four experiments (N = 125 adults), we found that boundary extension strongly depends on depth of field, as determined by the aperture settings on a camera. Photographs with naturalistic depth of field led to larger boundary extension than photographs with unnaturalistic depth of field, even when distant views were shown. We propose that boundary extension reflects a predictive mechanism with adaptive value that is strongest for naturalistic views of scenes. The current findings indicate that depth of field is an important variable to consider in the study of scene perception and memory.",abstract,Abstract,0,NA,NA
gasser-davachi-2023-cross-modal-facilitation-of-episodic-memory-by-sequential-action-execution.pdf.tei.xml,"The main claim of this paper is that engaging in familiar behaviors during novel learning can enhance temporal order memory, but not item memory, for unrelated information.",4.47e-4,"Throughout our lives, the actions we produce are often highly familiar and repetitive (e.g., commuting to work). However, layered upon these routine actions are novel, episodic experiences. Substantial research has shown that prior knowledge can facilitate learning of conceptually related new information. But despite the central role our behavior plays in real-world experience, it remains unclear how engagement in a familiar sequence of actions influences memory for unrelated, nonmotor information coincident with those actions. To investigate this, we had healthy young adults encode novel items while simultaneously following a sequence of actions (key presses) that was either predictable and well-learned or random. Across three experiments (N = 80 each), we found that temporal order memory, but not item memory, was significantly enhanced for novel items encoded while participants executed predictable compared with random action sequences. These results suggest that engaging in familiar behaviors during novel learning scaffolds within-event temporal memory, an essential feature of episodic experiences.",abstract,Abstract,0,NA,NA
glogan-et-al-2023-generalization-of-costly-pain-related-avoidance-based-on-real-life-categorical-knowledge.pdf.tei.xml,"The main claim of this paper is that evidence-based psychological treatments can reduce the disability and distress associated with chronic pain, and in some cases even reduce the pain itself. It also discusses the fear-avoidance model, which posits that catastrophic interpretations of pain can lead to excessive fear and avoidance, ultimately resulting in disability.",6.2e-4,"Chronic pain conditions are the leading cause of disability and disease burden worldwide (GBD 2016 Disease and Injury Incidence and Prevalence Collaborators, 2017). Chronic pain affects approximately 20% of adults (Dahlhamer et al., 2018), is the main reason people seek medical care (Institute of Medicine, 2011), and is characterized by significant daily suffering (Becker et al., 1997;Sprangers et al., 2000). Although no existing treatment can eliminate chronic pain, evidencebased psychological treatments reduce the associated disability and distress (Driscoll et al., 2021) and in some cases even reduce pain (de Jong et al., 2008). Fear-avoidance models posit that catastrophic interpretations of pain increase fear of pain, injury, and/or reinjury, which motivates avoidance of movements and activities believed to worsen the pain or injury (Vlaeyen & Linton, 2012). Excessive avoidance can lead to activity disengagement and physical disuse (Volders et al., 2015). Critically, safety (e.g., the absence of pain or injury) may be misattributed to avoidance, resulting in a self-sustaining cycle of pain-related fear and avoidance, culminating in disability (Meulders, 2019). One pathway to excessive fear and avoidance is generalization",abstract,Abstract,0,NA,NA
hackel-kalkstein-2023-social-concepts-simplify-complex-reinforcement-learning.pdf.tei.xml,"The main claim of this paper is that people are able to generalize rewarding experiences with specific individuals to more general social roles, allowing them to learn about rewards available from any individual in that role. This ability to generalize reward across social roles is seen as a cognitive strategy that allows people to navigate complex relational structures and interact efficiently with new individuals in familiar roles.",5.27e-4,"Every social interaction is unique-featuring different people, times, or places-but many interactions have the same general structure. Accordingly, people often generalize rewarding experiences with a particular individual (""Dr. Smith"") to a more general social role (""professor""). By doing so, they can learn about rewards available from any individual in that role, such as the value of visiting a professor during office hours before an exam-regardless of the specific professor. These situations exemplify learning across complex relational structure, or abstract relationships that hold true across different settings. Despite this complexity, people often seem to interact easily with new individuals in familiar roles. How are people so efficient in using relational structure to generalize reward across social roles? Past research suggests that generalizing reward across abstract relationships should be effortful. According to this view, people navigate relational structure through model-based reinforcement learning-a cognitively costly strategy in which one uses an internal model of the environment to pursue goals (Daw et al.",abstract,Abstract,0,NA,NA
harati-talhelm-2023-cultures-in-water-scarce-environments-are-more-long-term-oriented.pdf.tei.xml,The main claim of this paper is to compare and contrast the reputations and cultural characteristics of the historic cities of Shiraz and Yazd in Iran.,3.92e-4,"Nothing is more useful than water: but it will purchase scarcely anything. -Smith (1776/2012), The Wealth of Nations, pp. 44-45. In Iran, there are two nearby historic cities with opposite reputations. Shiraz is the city the famous wine is named for. It is known as the city of poetry, lovers, and the arts. Gardens full of flowers and fruit trees dot the city. The pleasant climate made Shiraz grapes one of most famous cultivars in the world. A few hours to the northeast is Yazd, which has the opposite reputation. Yazd is known as a city of hard work, worship, and restraint. In folklore, Yazdis are thought to suppress gratification in the pursuit of future rewards. Although both Yazd and Shiraz are majority Muslim, popular conception has it that people in Yazd are more likely to follow Islamic prohibitions on dance and alcohol than people in Shiraz.",abstract,Abstract,0,NA,NA
haux-et-al-2023-chimpanzee-and-human-risk-preferences-show-key-similarities.pdf.tei.xml,"The main claim of this paper is that risk preferences, which have the potential to influence individuals' lives and society as a whole, may have biological evolutionary roots, and the authors aim to investigate whether risk preferences in chimpanzees are similar to those in humans.",6.88e-4,"As a key building block in decision processes that shape individuals' health, wealth, and well-being, risk preference has the potential to influence the entire course of an individual's life and therefore presents wide-ranging consequences for society. Yet its biological evolutionary roots remain poorly understood, and tests are scant for the proposition that ""modern attitudes to risk are, at least in part, the product of biological evolution"" (Robson, 1996, p. 397; see also Karlsson Linnér et al., 2019;Robson, 2001). Here, we investigated whether risk preferences of chimpanzees (Pan troglodytes) are isomorphic to human risk preferences in important respects. Chimpanzees are an ideal reference (The Chimpanzee Sequencing and Analysis Consortium, 2005): They are one of humans' two closest living relatives; they live in large, mixed-sex social groups; and they have similar developmental stages, with extended infant dependency, a period of adolescence, young adulthood, and long life expectancy of up to 50 years. Chimpanzees occupy a variety of habitats-from savannas to evergreen forestsand face myriad risks in their socioecological environments (de Waal, 1973;Goodall, 1968). There are theoretical reasons to expect evolutionary continuities in risk preferences. According to life-history theory, risk taking differs systematically across stages of life (Stearns, 1992). In the context of reproduction, sexual 1140326P SSXXX10.",abstract,Abstract,0,NA,NA
he-cote-2023-are-empathic-people-better-adjusted-a-test-of-competing-models-of-empathic-accuracy-and-intrapersonal-and.pdf.tei.xml,"The main claim of this paper is that the ability to accurately ""read"" other people, or empathic accuracy, is related to psychological adjustment. The paper explores the theoretical and practical implications of this relationship, including its impact on general functioning, education, and the workplace. It also discusses the distinction between objective tests of empathic accuracy and individuals' self-views of their abilities in this area.",7.37e-4,"Is the ability to ""read"" other people related to psychological adjustment? This question is important for a theoretical understanding of the precursors of general functioning and because of its implications for training and feedback in education and in the workplace. From a theoretical standpoint, knowledge of how empathic accuracy relates to adjustment is necessary to fully understand the functions of this ability and the antecedents of optimal functioning. From a practical perspective, knowing whether empathic accuracy facilitates adjustment informs the content of training and feedback interventions, as findings that higher empathic accuracy relates to better adjustment would suggest another reason to formally train this ability. Empathic accuracy for emotions-the ability to correctly identify the emotions that others feel 1 (Ickes et al., 1990;Levenson & Ruef, 1992)-could relate to higher adjustment by helping people coordinate their actions with others, respond to others' unstated needs, and develop strong relationships (Gleason et al., 2009). Alternatively, reading others well could lead people to discover information that is challenging and negatively impacts adjustment, such as whether others truly like them (Elfenbein & Ambady, 2002;Simpson et al., 2003). Empathic accuracy might also relate to adjustment in more complex ways that involve how good people think they are at reading others (He & Côté, 2019;Humberg et al., 2019). The literature on abilities and adjustment distinguishes between ability (as assessed by performance on objective tests) and self-views of those abilities (as assessed by impressions of one's performance on tests or during social interactions; Salovey et al., 2002). Self-views are moderately correlated with abilities assessed with objective tests (He & Côté, 2019).",abstract,Abstract,0,NA,NA
he-et-al-2023-effects-of-acute-stress-on-rigid-learning-flexible-learning-and-value-based-decision-making-in-spatial.pdf.tei.xml,"The main claim of this paper is that acute stress affects learning and decision-making, particularly in the context of memory.",1.95e-4,"Stress is ubiquitous in our environment, and we often learn and make decisions on the basis of our knowledge under stress. Decades of research have revealed that acute stress affects learning and decision-making (for reviews, see Vogel & Schwabe, 2016;Porcelli & Delgado, 2017). Most research investigating how acute stress affects learning focuses on how stress affects memory (",abstract,Abstract,0,NA,NA
hilbig-et-al-2022-the-dispositional-essence-of-proactive-social-preferences-the-dark-core-of-personality-vis-a-vis-58.pdf.tei.xml,"The main claim of this paper is that the dark factor of personality (D) is sufficient to represent the social preferences inherent in socially and ethically aversive personality traits, and that no other traits or constructs can predict how individuals weigh their own versus others' utility beyond D.",5.26e-4,"Individuals differ in how they weigh their own utility versus others'. This tendency codefines the dark factor of personality (D), which is conceptualized as the underlying disposition from which all socially and ethically aversive (dark) traits arise as specific, flavored manifestations. We scrutinize this unique theoretical notion by testing, for a broad set of 58 different traits and related constructs, whether any predict how individuals weigh their own versus others' utility in proactive allocation decisions (i.e., social value orientations) beyond D. These traits and constructs range from broad dimensions (e.g., agreeableness), to aversive traits (e.g., sadism) and beliefs (e.g., normlessness), to prosocial tendencies (e.g., compassion). In a large-scale longitudinal study involving the assessment of consequential choices (median N = 2,270; a heterogeneous adult community sample from Germany), results from several hundred latent model comparisons revealed that no meaningful incremental variance was explained beyond D. Thus, D alone is sufficient to represent the social preferences inherent in socially and ethically aversive personality traits.",abstract,Abstract,0,NA,NA
ho-et-al-2023-rational-simplification-and-rigidity-in-human-planning.pdf.tei.xml,The main claim of this paper is that people's behavior in problem solving can be explained by their avoidance of representational complexity and switching between different representations. This avoidance leads to a combination of flexibility and inflexibility in problem solving.,4.8400000000000006e-4,"Planning underpins the impressive flexibility of goal-directed behavior. However, even when planning, people can display surprising rigidity in how they think about problems (e.g., ""functional fixedness"") that lead them astray. How can our capacity for behavioral flexibility be reconciled with our susceptibility to conceptual inflexibility? We propose that these tendencies reflect avoidance of two cognitive costs: the cost of representing task details and the cost of switching between representations. To test this hypothesis, we developed a novel paradigm that affords participants opportunities to choose different families of simplified representations to plan. In two preregistered, online studies (Ns = 377 and 294 adults), we found that participants' optimal behavior, suboptimal behavior, and reaction time were explained by a computational model that formalized people's avoidance of representational complexity and switching. These results demonstrate how the selection of simplified, rigid representations leads to the otherwise puzzling combination of flexibility and inflexibility observed in problem solving.",abstract,Abstract,0,NA,NA
hong-et-al-2023-reducing-facial-stereotype-bias-in-consequential-social-judgments-intervention-success-with-white-male.pdf.tei.xml,"The main claim of this paper is that facial appearance plays a significant role in how individuals are perceived and judged, and that attempts to change or reduce the impact of facial appearance on social judgments have been largely unsuccessful.",6.67e-4,"As we navigate the social world, we infer others' personality traits, such as trustworthiness, dominance, or intelligence, based solely on their facial appearances. These judgments are made quickly and often without conscious awareness (Bar et al., 2006;Willis & Todorov, 2006). Data-driven methods have identified sets of features that are most predictive of specific trait impressions (Oosterhof & Todorov, 2008). These features effectively serve as facial stereotypes and have been linked to severe downstream consequences. For example, faces that are perceived as untrustworthy are associated with more negative outcomes in hiring, political elections, and criminal sentencing (Olivola et al., 2014;Wilson & Rule, 2015, 2016). Although these face-based judgments are made very consistently across perceivers, they have little correspondence with actual personality or behavior (Krendl et al., 2014), suggesting that these facial stereotypes can inadvertently influence consequential social judgments. Given the inaccuracy of facial stereotypes, it is important to explore approaches that can curb their real-world impact. However, face-based judgments have generally been impervious to interventions. Learning that appearances are nonpredictive of actual trustworthiness does not seem to decrease their use ( Jaeger et al., 2019), nor does the knowledge of an individual's past behavior (Rezlescu et al., 2012). Even nudging participants not to use facial appearance ( Jaeger et al., 2020) or providing more diagnostic social information has not been effective in reducing biased decisionmaking based on facial appearance (Todorov & Olson, 2008). These studies have either attempted to provide cues to participants that are more useful than facial appearance or they have explicitly educated participants to stop using facial appearance-an approach that has proved unsuccessful. However, recent research attempting to operate on participants' underlying associations in a more automatic, 1215238P SSXXX10.",abstract,Abstract,0,NA,NA
hur-et-al-2022-anxiety-related-frontocortical-activity-is-associated-with-dampened-stressor-reactivity-in-the-real-world.pdf.tei.xml,"The main claim of this paper is the need to develop a better understanding of the underlying neurobiology of negative affect, which encompasses transient states and persistent tendencies to experience and express negative emotions. The paper emphasizes the importance of mechanistic work in animals and neuroimaging research in humans and monkeys to reveal the neural systems governing negative affect, particularly focusing on subcortical regions such as the amygdala and bed nucleus of the stria terminalis.",5.020000000000001e-4,"Negative affect is a fundamental dimension of mammalian emotion. It encompasses transient states-such as anxiety, fear, sadness, and worry-and persistent tendencies to experience and express negative emotions (Shackman et al., 2016). When extreme or pervasive, negative affect contributes to a panoply of adverse outcomes-from physical and mental illness to divorce and premature death-underscoring the need to develop a better understanding of the underlying neurobiology (Hur et al., 2019). Mechanistic work in animals and neuroimaging research in humans and monkeys have begun to reveal the broad contours of the neural systems governing negative affect (Chang et al., 2015; Fox & Shackman, 2019;Kenwood & Kalin, 2021). This work underscores the importance of subcortical regions, including the amygdala, bed nucleus of the stria terminalis (BST), and",abstract,Abstract,0,NA,NA
kang-et-al-2023-perceptual-generalization-of-alcohol-related-value-characterizes-risky-drinkers.pdf.tei.xml,"The main claim of this paper is that overgeneralization of alcohol-related gains and losses is a mechanism associated with risky drinking. The study conducted two experiments to assess generalization of alcohol-related associations among individuals who engaged in light or risky patterns of drinking, and found that risky drinkers overgeneralized alcohol-related gains and losses, as well as showed a bias toward recognizing alcohol-related images. This suggests that overgeneralization of alcohol-related associations may play a novel role in risky drinking behavior.",6.169999999999999e-4,"Generalizing from past experiences to novel situations is critical for adaptive behavior, whereas overgeneralization can promote maladaptive responses (e.g., context-inappropriate fear in anxiety). Here, we propose that overgeneralizing alcohol-related associations characterizes risky drinking. We conducted two online experiments assessing generalization of alcohol-related gains (Study 1) and losses (Study 2) among individuals who engaged in light or risky patterns of drinking (Study 1: N = 88, 24-44 years old; Study 2: N = 87, 21-44 years old). After learning to associate cards with alcohol and non-alcohol-related outcomes, participants chose whether to play with cards varying in perceptual similarity to those shown during conditioning. Finally, participants completed a surprise recognition memory test for all outcomes. Although both groups showed comparable conditioning, we found that risky drinkers overgeneralized alcohol-related gains and losses. Risky drinkers also showed a bias toward recognizing alcohol-related images. These results indicate a novel role for overgeneralization of alcohol-related gains and losses as a mechanism associated with risky drinking.",abstract,Abstract,0,NA,NA
kathios-et-al-2023-generating-new-musical-preferences-from-multilevel-mapping-of-predictions-to-reward.pdf.tei.xml,"The main claim of this paper is that exposure and prediction errors both affect self-report liking ratings of musical sounds, and that learning trajectories vary by music-reward sensitivity but are similar for U.S. and Chinese participants. Additionally, the paper suggests that functional MRI activity in auditory areas reflects prediction errors, while functional connectivity between auditory and medial prefrontal regions reflects both exposure and prediction errors, supporting predictive coding as a cognitive mechanism by which new musical sounds become rewarding.",5.59e-4,"Much of what we know and love about music hinges on our ability to make successful predictions, which appears to be an intrinsically rewarding process. Yet the exact process by which learned predictions become pleasurable is unclear. Here we created novel melodies in an alternative scale different from any established musical culture to show how musical preference is generated de novo. Across nine studies (n = 1,185), adult participants learned to like more frequently presented items that adhered to this rapidly learned structure, suggesting that exposure and prediction errors both affected self-report liking ratings. Learning trajectories varied by music-reward sensitivity but were similar for U.S. and Chinese participants. Furthermore, functional MRI activity in auditory areas reflected prediction errors, whereas functional connectivity between auditory and medial prefrontal regions reflected both exposure and prediction errors. Collectively, results support predictive coding as a cognitive mechanism by which new musical sounds become rewarding.",abstract,Abstract,0,NA,NA
kirschhock-nieder-2023-numerical-representation-for-action-in-crows-obeys-the-weber-fechner-law.pdf.tei.xml,The main claim of this paper is that the psychophysical phenomena observed in crows producing a number of pecks suggest a unified sensorimotor number representation system underlying the judgment of the number of external stimuli and internally generated actions.,4.7e-4,"The psychophysical laws governing the judgment of perceived numbers of objects or events, called the number sense, have been studied in detail. However, the behavioral principles of equally important numerical representations for action are largely unexplored in both humans and animals. We trained two male carrion crows (Corvus corone) to judge numerical values of instruction stimuli from one to five and to flexibly perform a matching number of pecks. Our quantitative analysis of the crows' number production performance shows the same behavioral regularities that have previously been demonstrated for the judgment of sensory numerosity, such as the numerical distance effect, the numerical magnitude effect, and the logarithmical compression of the number line. The presence of these psychophysical phenomena in crows producing number of pecks suggests a unified sensorimotor number representation system underlying the judgment of the number of external stimuli and internally generated actions.",abstract,Abstract,0,NA,NA
koevoet-et-al-2023-the-costs-of-paying-overt-and-covert-attention-assessed-with-pupillometry.pdf.tei.xml,"The main claim of this paper is that visual attention prioritizes only the most relevant information from the overwhelming input provided by the natural world, and it can be shifted in space in two differing ways: overtly or covertly.",2.16e-4,"The natural world provides our visual system with rich, sometimes even overwhelming input. Visual attention prioritizes only the most relevant of this information (Posner, 1980). Attention can be shifted in space in two differing ways: either overtly or covertly (i.e.",abstract,Abstract,0,NA,NA
kundro-et-al-2023-time-and-punishment-time-delays-exacerbate-the-severity-of-third-party-punishment.pdf.tei.xml,"The main claim of this paper is that there are often time delays in administering punishment for crimes, due to resource limitations and other factors, and that decision-makers aim to enact punishments proportional to the given crime in order to restore fairness.",6.23e-4,"Governing bodies, organizations, and judges primarily aim to enact punishments proportional to a given crime (Keller et al., 2010). In determining punishment severity, extant theory indicates that people are intuitive punishment theorists and punish others in a proportional and deserved manner to give transgressors their just deserts (Carlsmith, 2006;Crockett et al., 2014). These perspectives suggest that decision-makers are primarily driven by restoring fairness by enacting an appropriate punishment vis-à-vis the crime (Mooijman & Graham, 2018). However, there are times when individuals cannot immediately administer punishment to transgressors. Indeed, time delays-or gaps between when a crime was committed and when a transgressor experiences punishment-are frequent and common. 1 For example, government agencies often fail to immediately sanction citizens for lying on their tax returns because they lack the resources to detect fraud when it happens (Brickner et al., 2010). Similarly, overburdened police departments with limited resources often prioritize certain crimes over others, leading to time delays in convicting criminals (Martin & Sherman, 1986). Furthermore, the COVID-19 pandemic has generated a significant backlog of court cases (Witte & Berman, 2021). Despite the ubiquity of time delays in enacting justice, normative perspectives on punishment (Treviño & Weaver, 1998) suggest that time delays should be irrelevant when determining punishment severity. This is because fundamental principles of penal justice suggest that punishments should vary only with regard to the ""moral gravity"" of the alleged wrongdoing, and morally similar cases should be treated alike, regardless of other 1173900P SSXXX10.",abstract,Abstract,0,NA,NA
kunz-et-al-2023-food-is-all-around-how-contexts-create-misbeliefs-about-the-health-taste-relationship.pdf.tei.xml,"The main claim of this paper is that the combination of food ecology and basic cognitive processes can help explain the formation of beliefs about food, specifically the belief that unhealthy food tastes better than healthy food. The paper also suggests that these beliefs can be changed.",4.83e-4,"We investigated a novel cognitive-ecological account for misbeliefs about the relationship between food healthiness and tastiness. We propose that different frequencies of healthy and tasty foods in contrasting contexts can trigger perceptions that health and taste are related in ways that diverge from the actual health-taste correlation in the presented food. To investigate this proposal, we conducted three studies (total N = 369), including a taste test, with adult Prolific academic participants from the United Kingdom and undergraduate psychology students from Austria. Our results showed that different frequencies of healthy and tasty food across contrasting contexts can trigger misbeliefs about the relationship between health and taste. These findings demonstrate that properties of the food ecology combined with basic cognitive processes can help explain the formation of beliefs about food such as that unhealthy food tastes better than healthy food. Our study extends the existing explanations for food beliefs and provides a perspective on how they can be changed.",abstract,Abstract,0,NA,NA
kurdi-et-al-2023-oppressed-groups-engender-implicit-positivity-seven-demonstrations-using-novel-and-familiar-targets.pdf.tei.xml,"The main claim of this paper is that truthful discussions of past oppression are central to reconciliation following intergroup conflict, racial socialization, education about history in racially stratified societies, and societal responses following incidents revealing persistent effects of oppressive structures rooted in the past. The paper also discusses the downstream consequences of encountering information about a group's past oppression for its present-day evaluations, particularly in terms of explicit and implicit evaluations of victims of harm.",7.26e-4,"Truthful discussions of past oppression are central to reconciliation following intergroup conflict (Gibson, 2004), racial socialization (Abaied et al., 2022), education about history in racially stratified societies (Southern Poverty Law Center, 2018), and societal responses following incidents revealing persistent effects of oppressive structures rooted in the past. For example, the 2020 murder of George Floyd by a Minneapolis police officer was followed by both considerable changes in public opinion (Reny & Newman, 2021) and an increased desire to learn about the history of anti-Black racism in the United States (Barrie, 2020). However, remarkably little is known about the downstream consequences of encountering information about a group's past oppression for its present-day evaluations. Relevant empirical work has focused on explicit (self-reported) evaluations of victims of harm (Hafer, 2000;Lerner & Miller, 1978). In these studies, participants often report negative evaluations of victims of unjust suffering, presumably to reduce cognitive dissonance. However, explicit victim derogation is not ubiquitous: Jordan and Kouchaki (2021) have provided evidence for positive shifts in explicit evaluations of individuals who become victims of harm. Critically, even when explicit victim evaluations are positive, implicit (automatic) evaluations need not be, for at least two reasons. First, explicit victim evaluations cannot be taken at face value given social desirability concerns (Hafer",abstract,Abstract,0,NA,NA
lai-lisnek-2023-the-impact-of-implicit-bias-oriented-diversity-training-on-police-officers-beliefs-motivations-and.pdf.tei.xml,The main claim of this paper is that there is a need for empirical evaluation and psychological research on bias reduction in diversity training programs for police officers in order to mitigate the impact of implicit biases on their behavior towards Black individuals. The paper also highlights the unequal treatment of Black individuals by police officers in the United States and the role of implicit biases in driving these inequities.,6.990000000000001e-4,"At almost any point of contact between police officers and Black individuals in the United States, there is evidence of unequal treatment. U.S. police officers are more likely to stop, question, arrest, injure, or kill Black people than White people (Glaser, 2015). Subtle or implicit biases have been identified as a psychological mechanism underlying these inequities in police behavior (Spencer et al., 2016). These implicit biases may cause police officers to perceive Black people as more dangerous than is warranted. For instance, a laboratory experiment found that police recruits are more likely to shoot unarmed Black men than unarmed White men in simulated ambiguous scenarios (Ma et al., 2013). Police officers are armed by the state to ensure public safety, and yet their actions often fall short of doing so equitably. Recognizing these disparities, police departments across the United States have stepped up their efforts to reduce racial inequities with bias-training programs (President's Task Force on 21st Century Policing, 2015). Of particular interest is the rise of implicit-bias-oriented diversity training programs that educate police about implicit bias and provide strategies to mitigate the impact of that bias on behavior. A survey of 109 U.S. police departments in large metropolitan areas indicated that 96% have some form of implicit-bias-oriented diversity training program (CBS News, 2019). Despite these widespread efforts, most bias-training programs have not been evaluated empirically and are not informed by psychological research on bias reduction or lasting behavior change ( James, 2017;Paluck et al., 2021). The little research on the efficacy of modern diversity training programs has been almost exclusively conducted in non-law-enforcement settings and may not generalize to policing (",abstract,Abstract,0,NA,NA
langer-et-al-2022-vocal-stress-diary-a-longitudinal-investigation-of-the-association-of-everyday-work-stressors-and.pdf.tei.xml,"The main claim of this paper is that longitudinal voice data can provide insight into human stress levels, and that changes in voice features can be used as a potentially objective measure of stress. The paper also discusses the theoretical rationale behind the assumption that stress influences voice features, and the potential for using wearable technologies and microphone sensors to gather this data.",7.28e-4,"The voice conveys rich information about the speaker. Voice features such as pitch and speech rate are associated with speakers' age (Ptacek & Sander, 1966), sex (Lass et al., 1980), emotional states (e.g., Scherer, 2003), and disorders (e.g., depression;Mundt et al., 2007). Particularly prevalent is the assumption that changes in voice features allow inferences about an individual's stress levels (Schuller, 2018;Slavich et al., 2019), thus providing a potentially objective measure of stress, stress being broadly defined as emotional, mental, and physiological strain in response to a real or perceived demand or threat (Goodday & Friend, 2019). Given the ubiquity of wearable technologies and microphone sensors in smartphones and smart speakers (e.g., Amazon's Echo), it could be possible to gather longitudinal voice data that provide insight on human stress levels (Goodday & Friend, 2019;Slavich et al., 2019). Considering that stress is a universal cause of health problems (Hassard et al., 2018), this could help to monitor the everyday impact of stressors and facilitate early stress detection, potentially contributing to better well-being (Slavich et al., 2019). The predominant theoretical rationale behind the assumption that stress influences voice features is that stress, resulting from stressors, impacts the sympathetic and parasympathetic systems and the hypothalamicpituitary-adrenal (HPA) axis (Giddens et al., 2013).",abstract,Abstract,0,NA,NA
loughnan-et-al-2023-intelligence-polygenic-score-is-more-predictive-of-crystallized-measures-evidence-from-the.pdf.tei.xml,"The main claim of this paper is that culturally sensitive tests exhibit higher heritability, which goes against conventional predictions.",4.18e-4,"Some cognitive tests, such as those requiring literacy and mathematical skills, depend on and are more sensitive to variability in cultural and socioeconomic factors. These measures are often referred to as crystallized intelligence measures. In contrast, other tests that tap the capacity to solve novel problems or process novel information, often referred to as fluid measures, are less culturally sensitive and are less strongly related to socioeconomic variables (Akshoomoff et al., 2013(Akshoomoff et al.,, 2014)). A recent review reported systematic differences in heritability (an estimate of trait variability attributable to genetic variation) of the traits measured by these different kinds of cognitive measures (Kan et al., 2013). Surprisingly, in studies of adult twins, more culturally sensitive tests exhibited higher heritability, which runs counter to predictions from conventional 1160702P SSXXX10.",abstract,Abstract,0,NA,NA
lu-zhong-2023-contactless-real-time-heart-rate-predicts-the-performance-of-elite-athletes-evidence-from-tokyo-2020.pdf.tei.xml,"The main claim of this paper is that there is a detrimental effect of psychological stress, measured by real-time heart rate, on performance in high-stakes competitive settings, specifically in the context of elite archery competition.",4.71e-4,"It is widely recognized that psychological stress impairs performance for elite athletes, yet direct evidence is scarce when it comes to high-stakes competition because measuring real-time psychological stress without interference is often challenging. Contactless real-time heart rate-a technology-enabled biomarker of stress-was measured and broadcast on TV during the 2020 Tokyo Olympics archery competition for the first time in sports. Here we examined whether the real-time heart rate of 122 adult archers predicted their performance in this unique setting. We found that higher heart rate-which indicates an increase in psychological stress-is associated with lower scores, correlation coefficient r(2096) = -.076, p < .001, and the observation is robust after we controlled for fixed effects at the individual and match level. Our results provide the first direct evidence in support of the detrimental effect of psychological stress measured by a real-time biomarker in a high-stakes competitive setting.",abstract,Abstract,0,NA,NA
ma-abrams-2023-visual-distraction-s-silver-lining-distractor-suppression-boosts-attention-to-competing-stimuli.pdf.tei.xml,"The main claim of this paper is that the identification of a sought-for target is enhanced when it is grouped with a suppressed distractor compared to when it is in a different perceptual group. The paper also suggests that the suppressive mechanism not only downweights undesired elements but also enhances responses to task-relevant elements in competition for attention with the distractor, fine-tuning the suppression.",4.43e-4,"Efficient search of the environment requires that people attend to the desired elements in a scene and ignore the undesired ones. Recent research has shown that this endeavor can benefit from the ability to proactively suppress distractors with known features, but little is known about the mechanisms that produce the suppression. We show here in five experiments (N = 120 college students) that, surprisingly, identification of a sought-for target is enhanced when it is grouped with a suppressed distractor compared with when it is in a different perceptual group. The results show that the suppressive mechanism not only downweights undesired elements but also enhances responses to taskrelevant elements in competition for attention with the distractor, fine tuning the suppression. The findings extend the understanding of how people efficiently process their visual world.",abstract,Abstract,0,NA,NA
ma-et-al-2023-if-they-won-t-know-i-won-t-wait-anticipated-social-consequences-drive-children-s-performance-on-self.pdf.tei.xml,"The main claim of this paper is that the offer of a reward itself can serve as a social cue that influences children's behavior, and that manipulating the social context can affect how young children respond to incentives for waiting.",5.960000000000001e-4,"Young children are frequently offered rewards for waiting patiently. The way they respond can predict important life outcomes many years later, including academic achievement and stress tolerance (Shoda et al., 1990). Previously, the standard interpretation was that children's waiting behavior is grounded in a stable capacity to sacrifice an immediate reward for a greater future benefit. However, in recent years there has been a shift toward interpreting it in terms of strategic control in the service of specific goals (Doebel, 2020). One reason for this shift is a growing body of evidence that children's responses are highly sensitive to manipulations of the social context (e.g., Doebel & Munakata, 2018;Kidd et al., 2013). The present research builds on this foundation by testing a stronger claim about the role of the social context: that the offer of a reward itself can serve as a social cue that influences children's behavior. Evidence that manipulating the social context can affect how young children respond to incentives for waiting has been diverse and robust. The manipulations have tended to involve introducing socially relevant information to a delay-of-gratification task. In one approach, the information concerns the behavioral attributes of the individual offering the reward (",abstract,Abstract,0,NA,NA
